Locality,AnimalType,Name,SpecificBreed,PrimaryBreed,PrimaryColour,De-sexed,Gender,Age
MALENY,D         ,Tilly,BOXERX    ,BOXER,Red       ,Y,F,7
MALENY,D         ,Zook,CATTLEDOGX,CATTLE,BlueBrind ,Y,M,2
MALENY,Cat       ,Ruben,DOMSH     ,DOMSH ,Red       ,Y,M,2
MALENY,D         ,Lucy,KELPIEAUS ,KELPIE,BlackTanWh,Y,F,1
MALENY,D         ,Ned,TERRIERTN ,TERRIE,WhiteBlack,Y,M,15
MALENY,D         ,Mini Mouse,TERRIERAUX,TERRIE,Black     ,Y,F,10
MALENY,D         ,Molly,STAFFRDBT ,STAFFR,Brindle   ,Y,F,11
MALENY,D         ,Kenni,COLLBORDRX,COLLBO,BlackWhite,Y,M,2
MALENY,D         ,Nala,GERMNSHEP ,GERMNS,BlackTan  ,Y,F,2
MALENY,Cat       ,Molly,MANX      ,MANX  ,Tabby     ,Y,F,4
MALENY,D         ,Charleigh,COLLBORDR ,COLLBO,BlackWhite,Y,F,8
MALENY,D         ,Misty,COLLBORDRX,COLLBO,WhiteTan  ,Y,F,8
MALENY,D         ,Jasper,LHASAAPSO ,LHASAA,Honey     ,Y,M,5
MALENY,D         ,Kitty,MIXED     ,MIXED ,BrindlWhit,Y,F,1
MALENY,D         ,HONEY,MALTESE   ,MALTES,White     ,Y,F,9
MALENY,D         ,Molly,SHIHTZU   ,SHIHTZ,Black     ,Y,F,6
MALENY,D         ,Rosie,SPANIELCV ,SPANIE,BlackTan  ,Y,F,2
MALENY,D         ,Sahla,KELPIEAUS ,KELPIE,Black     ,Y,F,1
MALENY,D         ,Rosie,TERRIERSIX,TERRIE,BlackTan  ,Y,F,2
MALENY,D         ,Chilli,CATTLEDOG ,CATTLE,BlueGrey  ,Y,F,3
MALENY,D         ,Clover,CATTLEDOG ,CATTLE,BlueGrey  ,Y,F,4
MALENY,D         ,Chantilly Lace,DALMATIAN ,DALMAT,WhiteBlack,Y,F,1
MALENY,D         ,Tammy,LABRADOR  ,LABRAD,Chocolate ,Y,F,3
MALENY,D         ,Molly,STAFFRDAM ,STAFFR,Red       ,Y,F,1
MALENY,D         ,Jet,CATTLEDOGX,CATTLE,Black     ,Y,F,11
MALENY,D         ,Digger,FOXTERRIEX,FOXTER,White     ,Y,M,14
MALENY,D         ,Max,GERMNSHEP ,GERMNS,BlackTan  ,N,F,1
MALENY,D         ,Marty,SHIHTZU   ,SHIHTZ,Apricot   ,N,M,1
MALENY,D         ,Stella,BULLDOGFR ,BULLDO,Fawn      ,N,F,2
MALENY,D         ,Macy,BULLDOGFR ,BULLDO,Fawn      ,N,F,1
MALENY,D         ,Pepper,LABRADORX ,LABRAD,White     ,Y,F,4
MALENY,D         ,Snowy,MALTESE   ,MALTES,White     ,Y,M,5
MALENY,D         ,Sirius,GERMNSHEP ,GERMNS,White     ,N,M,6
MALENY,D         ,Lucy,MALTESE   ,MALTES,BlackWhite,Y,F,1
MALENY,D         ,Rosie,BICHONFRSX,BICHON,Gold      ,Y,F,4
MALENY,D         ,Toby,HEELER    ,HEELER,Blue      ,Y,M,13
MALENY,D         ,Demi,POMERANIA ,POMERA,Fawn      ,N,F,5
MALENY,D         ,Oscar,COLLBORDR ,COLLBO,Chocolate ,Y,M,1
MALENY,D         ,Lou Lou,COLLBORDRX,COLLBO,GreyBlack ,Y,F,3
MALENY,D         ,Ayara,CATTLEDOG ,CATTLE,Blue      ,Y,F,3
MALENY,D         ,Chakri,CATTLEDOG ,CATTLE,Blue      ,N,M,1
MALENY,D         ,Ruby,FOXTERRMNX,FOXTER,WhiteBlack,Y,F,1
MALENY,D         ,Whip,KELPIEAUS ,KELPIE,Red       ,N,M,2
MALENY,Cat       ,Sari,DOMSH     ,DOMSH ,Black     ,Y,F,4
MALENY,D         ,Daisy,PUGX      ,PUG,Fawn      ,Y,F,1
MALENY,D         ,Maisie,FOXTERRMNX,FOXTER,TriColour ,Y,F,1
MALENY,D         ,Lady,RETRIEVGD ,RETRIE,Cream     ,Y,F,3
MALENY,D         ,Indianna,CATTLEDOG ,CATTLE,Red       ,Y,F,1
MALENY,Cat       ,Sid,DOMSH     ,DOMSH ,Ginger    ,Y,M,1
MALENY,Cat       ,Nibbles,DOMMH     ,DOMMH ,Charcoal  ,Y,M,1
MALENY,D         ,Raphy,SPANIELCVX,SPANIE,WhiteTan  ,Y,M,1
MALENY,D         ,Lue,MALTESEX  ,MALTES,TriColour ,Y,M,11
MALENY,Cat       ,Merlin,BENGAL    ,BENGAL,Tabby     ,Y,M,2
MALENY,D         ,Jasper,MALTESE   ,MALTES,White     ,Y,M,8
MALENY,D         ,Jett,DACHSHUNDX,DACHSH,Black     ,Y,M,6
MALENY,D         ,Bindi,MALTESE   ,MALTES,BeigeWhite,N,F,1
MALENY,D         ,Alfie,COLLBORDR ,COLLBO,BlackWhite,Y,M,13
MALENY,D         ,Coco,MIXED     ,MIXED ,BrownWhite,Y,F,3
MALENY,D         ,Neddy,JACKRUSSL ,JACKRU,BrownWhite,Y,M,11
MALENY,D         ,Freya,SAMOYED   ,SAMOYE,White     ,N,F,2
MALENY,Cat       ,Oberon,RAGDOLL   ,RAGDOL,SealPoint ,Y,M,10
MALENY,Cat       ,Tiggy,DOMSH     ,DOMSH ,Tortoise  ,Y,F,14
MALENY,D         ,Baylee,SPANIELTB ,SPANIE,Tan       ,Y,M,4
MALENY,D         ,Hunter,KELPIEAUSX,KELPIE,Tan       ,Y,M,3
MALENY,D         ,Marcy,FOXTERRMNX,FOXTER,WhiteBrown,Y,F,1
MALENY,D         ,Denozo,RIDGEBACK ,RIDGEB,Tan       ,Y,M,3
MALENY,D         ,Speedy,BICHONFRS ,BICHON,White     ,Y,M,3
MALENY,Cat       ,Petal,SIAMESE   ,SIAMES,WhiteGrey ,Y,F,1
MALENY,Cat       ,BJ (Black Jack),DOMSH     ,DOMSH ,Black     ,Y,M,4
MALENY,D         ,Lucy Dauth,BOXER     ,BOXER ,RedWhite  ,Y,F,1
MALENY,D         ,Frankie,MALTESEX  ,MALTES,WhiteCream,Y,M,1
MALENY,D         ,Buster,STAFFRDBT ,STAFFR,BlackWhite,Y,M,1
MALENY,Cat       ,Milo,DOMSH     ,DOMSH ,GreyWhite ,Y,M,1
MALENY,D         ,Lhasa,SPANIELTB ,SPANIE,WhiteBrown,Y,F,1
MALENY,Cat       ,Nemo,CAT       ,CAT   ,Ginger    ,Y,M,15
MALENY,Cat       ,Cleo,DOMSH     ,DOMSH ,TriColour ,Y,F,2
MALENY,D         ,Bruce,BULLMASTFX,BULLMA,GreyBlack ,Y,M,2
MALENY,D         ,Ru,GERMNSHEPX,GERMNS,BlackTan  ,N,M,1
MALENY,Cat       ,Rhubarb,DOMSH     ,DOMSH ,Black     ,Y,M,1
MALENY,D         ,Marlie,MOODLE    ,MOODLE,Silver    ,N,F,1
MALENY,D         ,Huckleberry,SPANIELCV ,SPANIE,TriColour ,N,M,1
MALENY,D         ,Bobbi,ROTTWEILR ,ROTTWE,BlackTan  ,N,F,0
MALENY,D         ,Bundee,COLLBORDRX,COLLBO,Black     ,Y,M,4
MALENY,D         ,Muddy,KELPIEAUS ,KELPIE,Red       ,Y,M,7
MALENY,D         ,Big Bank Hank,VIZSLA    ,VIZSLA,Tan       ,Y,M,1
MALENY,D         ,Roxy,FOXTERRIE ,FOXTER,White     ,Y,F,9
MALENY,Cat       ,Pixie,BURMESE   ,BURMES,BlackWhite,Y,F,6
MALENY,D         ,Roxy,BULLTERMN ,BULLTE,BrindlWhit,Y,F,5
MALENY,D         ,Amy,LHASAAPSO ,LHASAA,TriColour ,Y,F,6
MALENY,Cat       ,Beau,BRITSHCAT ,BRITSH,Blue      ,Y,M,10
MALENY,D         ,Nelson,LABRADOR  ,LABRAD,Chocolate ,Y,M,5
MALENY,D         ,Charley,LABRADOR  ,LABRAD,Chocolate ,Y,F,4
MALENY,D         ,Roger,TERRIERTNX,TERRIE,WhiteBrown,Y,M,1
MALENY,D         ,Elley,SPOODLE   ,SPOODL,Apricot   ,Y,F,1
MALENY,D         ,Snooki,BOXER     ,BOXER ,Brindle   ,Y,F,3
MALENY,D         ,Zara,CATTLEDOG ,CATTLE,Black     ,Y,F,6
MALENY,D         ,Barney,LABRADOR  ,LABRAD,Black     ,N,M,7
MALENY,D         ,Jessie,LABRADOR  ,LABRAD,Chocolate ,Y,F,6
MALENY,D         ,Pippa Pollock,KELPIEAUS ,KELPIE,Black     ,N,F,0
MALENY,D         ,Sammi,SHIHTZUX  ,SHIHTZ,White     ,Y,M,2
MALENY,D         ,Rocko,STAFFRDBT ,STAFFR,BlackWhite,Y,M,1
MALENY,D         ,Zaphy,SPANIELCK ,SPANIE,BlueRoan  ,N,M,6
MALENY,D         ,Calum,RETRIEVGD ,RETRIE,Cream     ,Y,M,10
MALENY,D         ,Elkie,HUSKYX    ,HUSKY,WhiteCream,N,F,0
MALENY,D         ,Nibbler,STAFFRDBT ,STAFFR,BlackBrind,Y,M,6
MALENY,D         ,Abby,SPANIELCV ,SPANIE,TriColour ,Y,F,11
MALENY,D         ,Milly,MIXED     ,MIXED ,White     ,Y,F,8
MALENY,D         ,Oskar,DACHSHUNDM,DACHSH,Red       ,Y,M,1
MALENY,D         ,Rusty,KELPIEAUSX,KELPIE,Brindle   ,Y,F,11
MALENY,Cat       ,William,DOMSH     ,DOMSH ,Tabby     ,Y,M,4
MALENY,Cat       ,Katie,DOMSH     ,DOMSH ,Black     ,Y,F,2
MALENY,D         ,Rocky,KELPIEAUS ,KELPIE,Brown     ,N,M,0
MALENY,Cat       ,Whiskers,SIAMESE   ,SIAMES,BlueWhite ,N,F,0
MALENY,D         ,Jacky,POODLE    ,POODLE,Black     ,Y,M,12
MALENY,D         ,Olly,SHIHTZU   ,SHIHTZ,BlackWhite,Y,M,8
MALENY,D         ,Mitzy,BULLDOGAMX,BULLDO,WhiteTan  ,Y,F,3
MALENY,D         ,Millie,FOXTERRTYX,FOXTER,White     ,Y,M,8
MALENY,D         ,Chris,JACKRUSSLX,JACKRU,White     ,Y,M,11
MALENY,D         ,Missy (Autumn),STAFFRDBT ,STAFFR,White     ,Y,F,2
MALENY,D         ,Tristan,MASTIFFX  ,MASTIF,BlackBrown,Y,M,0
MALENY,D         ,Molly,SPANIELSP ,SPANIE,BrownWhite,Y,F,7
MALENY,D         ,Ethal,POINTRGSHX,POINTR,BlackWhite,Y,F,9
MALENY,D         ,Olivia,MALTESE   ,MALTES,White     ,Y,F,9
MALENY,D         ,FiFi,SCHNAUZMN ,SCHNAU,SilverBlac,Y,F,3
MALENY,D         ,Chai,STAFFRDAM ,STAFFR,TanWhite  ,N,F,1
MALENY,D         ,Bear,MALTESEX  ,MALTES,BrownTan  ,N,F,1
MALENY,D         ,Lou Lou,DACHSHUNDM,DACHSH,BlackBrown,N,F,1
MALENY,D         ,Toffee,LHASAAPSOX,LHASAA,WhiteGing ,Y,F,8
MALENY,D         ,Peg Carn,CATTLEDOG ,CATTLE,Red       ,Y,F,4
MALENY,D         ,Bella,FOXTERRIEX,FOXTER,TriColour ,N,F,0
MALENY,D         ,Coco,BICHONFRSX,BICHON,White     ,Y,M,7
MALENY,D         ,Winter,HUSKY     ,HUSKY ,GreyWhite ,Y,F,0
MALENY,D         ,Reggie,KELPIEAUS ,KELPIE,RedWhite  ,Y,M,0
MALENY,D         ,Boston,PUG       ,PUG   ,Fawn      ,Y,M,6
MALENY,D         ,Bindi,WHIPPETX  ,WHIPPE,Brindle   ,N,F,6
MALENY,D         ,Shaka,MALTESEX  ,MALTES,WhiteBlack,Y,M,0
MALENY,Cat       ,Tabitha,DOMSH     ,DOMSH ,Tortoise  ,Y,F,1
MALENY,D         ,Maximus,WOLFHOUNDX,WOLFHO,Brown     ,Y,M,4
MALENY,D         ,Molly,LABRADOODL,LABRAD,Brown     ,Y,F,0
MALENY,D         ,Rosie,MALTESE   ,MALTES,White     ,Y,F,0
MALENY,D         ,Flair,KELPIEAUS ,KELPIE,Chocolate ,Y,F,6
MALENY,D         ,Millie,WHIPPET   ,WHIPPE,Brindle   ,Y,F,2
MAPLETON,D         ,Tiffany,MAREMMSHP ,MAREMM,WhiteTan  ,Y,F,15
MAPLETON,D         ,Ricky,FOXTERRIEX,FOXTER,WhiteTan  ,Y,M,17
MAPLETON,D         ,Jewels,SPANIELCK ,SPANIE,BlackWhite,Y,F,19
MAPLETON,D         ,Jedda,JACKRUSSL ,JACKRU,TriColour ,Y,F,16
MAPLETON,D         ,Houston,LABRADORX ,LABRAD,Black     ,Y,M,14
MAPLETON,D         ,Cleo,POODLESTD ,POODLE,Black     ,Y,F,14
MAPLETON,D         ,Penny,FOXTERRMN ,FOXTER,TriColour ,Y,F,13
MAPLETON,D         ,Jasper,TERRIERSI ,TERRIE,BlackTan  ,Y,M,13
MAPLETON,D         ,Amber,MALTESEX  ,MALTES,Champagne ,Y,F,13
MAPLETON,D         ,Yetta,TERRIERTN ,TERRIE,BlackWhite,Y,F,13
MAPLETON,D         ,Scarlett,SCHNAUZMN ,SCHNAU,Black     ,Y,F,13
MAPLETON,D         ,Minnie,SHIHTZU   ,SHIHTZ,WhiteTan  ,Y,F,13
MAPLETON,D         ,Daisy,POODLETOYX,POODLE,BlackWhite,Y,F,13
MAPLETON,D         ,Cleo,SHIHTZUX  ,SHIHTZ,SilverBlac,Y,F,12
MAPLETON,D         ,Bridie,MALTESEX  ,MALTES,GreyWhite ,Y,F,12
MAPLETON,D         ,Fudge,COLLBORDRX,COLLBO,TanWhite  ,Y,M,12
MAPLETON,D         ,Nessa,TERRIERTN ,TERRIE,TriColour ,Y,F,12
MAPLETON,D         ,Lily,MALTESEX  ,MALTES,White     ,Y,F,12
MAPLETON,D         ,Tilli,SHIHTZUX  ,SHIHTZ,TanWhite  ,Y,F,11
MAPLETON,D         ,Benji,STAFFRDBTX,STAFFR,Tan       ,Y,M,11
MAPLETON,D         ,Layla,MIXED     ,MIXED ,Tan       ,Y,F,11
MAPLETON,D         ,Kel,KELPIEAUSX,KELPIE,Black     ,Y,M,11
MAPLETON,D         ,Teala,POMERANIA ,POMERA,Caramel   ,Y,F,11
MAPLETON,D         ,Bart,CHIHUAHUAX,CHIHUA,White     ,Y,M,13
MAPLETON,D         ,Buster,CATTLEDOGX,CATTLE,BlackWhite,Y,M,12
MAPLETON,D         ,Ruby,RIDGEBACK ,RIDGEB,Red       ,Y,F,11
MAPLETON,D         ,Flea,BULLTERR  ,BULLTE,TanWhite  ,Y,M,14
MAPLETON,D         ,Charlie,SPANIELCV ,SPANIE,Ruby      ,Y,M,10
MAPLETON,D         ,Toby,JACKRUSSL ,JACKRU,Tan       ,Y,M,10
MAPLETON,D         ,Comox,STAFFRDBT ,STAFFR,TanWhite  ,Y,M,11
MAPLETON,D         ,Arizona,CANECORSO ,CANECO,Brindle   ,Y,F,11
MAPLETON,D         ,Sammi,POODLEMIN ,POODLE,Chocolate ,Y,M,14
MAPLETON,D         ,Cabby,LABRADOR  ,LABRAD,Black     ,Y,F,12
MAPLETON,D         ,Rosey,JACKRUSSL ,JACKRU,TriColour ,Y,F,9
MAPLETON,D         ,Zac,COLLBORDR ,COLLBO,Red       ,Y,M,10
MAPLETON,D         ,Leia,POODLESTD ,POODLE,Chocolate ,Y,F,9
MAPLETON,D         ,Leo,SHIHTZUX  ,SHIHTZ,TriColour ,Y,M,9
MAPLETON,Cat       ,Sinbad,DOMSH     ,DOMSH ,Ginger    ,Y,M,14
MAPLETON,D         ,Ringo,CHIHUAHUA ,CHIHUA,Tan       ,Y,M,10
MAPLETON,Cat       ,Tiger,DOMSH     ,DOMSH ,Grey      ,Y,M,16
MAPLETON,Cat       ,Thomas,DOMSH     ,DOMSH ,Grey      ,Y,M,10
MAPLETON,D         ,Zeus,POODLE    ,POODLE,Black     ,Y,M,9
MAPLETON,D         ,Astra,POODLE    ,POODLE,White     ,Y,F,9
MAPLETON,D         ,Zarah,RIDGEBACK ,RIDGEB,Wheaten   ,Y,F,11
MAPLETON,D         ,Kessi,MALTESEX  ,MALTES,White     ,Y,F,11
MAPLETON,D         ,Sophie,COLLBORDR ,COLLBO,BlackWhite,Y,F,9
MAPLETON,D         ,Argyle,CHIHUAHUA ,CHIHUA,WhiteTan  ,Y,M,10
MAPLETON,D         ,Sinki,PINSCHRMN ,PINSCH,BlackTan  ,Y,M,12
MAPLETON,D         ,Jessika,STAFFRDBT ,STAFFR,White     ,Y,F,9
MAPLETON,Cat       ,Bella,DOMSH     ,DOMSH ,Silver    ,Y,F,10
MAPLETON,Cat       ,Max,RUSSIANBLX,RUSSIA,Grey      ,Y,M,9
MAPLETON,D         ,Jasper,STAFFRDBTX,STAFFR,Tan       ,Y,M,9
MAPLETON,D         ,Molly,MAREMMSHPX,MAREMM,White     ,Y,F,9
MAPLETON,Cat       ,Megsie,DOMSH     ,DOMSH ,Ginger    ,Y,F,8
MAPLETON,Cat       ,Furgus,BURMESE   ,BURMES,Grey      ,Y,M,10
MAPLETON,Cat       ,Gus,DOMSH     ,DOMSH ,Tortoise  ,Y,M,9
MAPLETON,Cat       ,Ziggy,PERSIAN   ,PERSIA,Grey      ,Y,M,9
MAPLETON,D         ,Rumble,STAFFRDBT ,STAFFR,Black     ,N,M,8
MAPLETON,Cat       ,Mayfield,ABYSSINIAN,ABYSSI,Sable     ,Y,F,15
MAPLETON,Cat       ,Indy,TABBY     ,TABBY ,Black     ,Y,M,10
MAPLETON,D         ,Barney,LABRADOR  ,LABRAD,Yellow    ,Y,M,10
MAPLETON,Cat       ,Thai Thai,SIAMESE   ,SIAMES,Chocolate ,Y,M,11
MAPLETON,D         ,NELLY,STAFFRDBT ,STAFFR,Brindle   ,Y,F,19
MAPLETON,D         ,Bonnie,CHIHUAHUAX,CHIHUA,Cream     ,Y,F,18
MAPLETON,D         ,Manny,PUG       ,PUG   ,Black     ,Y,M,11
MAPLETON,D         ,Rocco,POMERANIA ,POMERA,WhiteCream,Y,M,9
MAPLETON,D         ,Rambo,GERMNSHEP ,GERMNS,BlackTan  ,Y,M,12
MAPLETON,D         ,Tirriki,MALTESEX  ,MALTES,BlackWhite,Y,M,8
MAPLETON,D         ,Keeshan,MAREMMSHP ,MAREMM,Cream     ,Y,F,8
MAPLETON,D         ,Bronte,GERMNSHEP ,GERMNS,Black     ,Y,F,8
MAPLETON,D         ,Muffy,MOODLE    ,MOODLE,Caramel   ,Y,F,8
MAPLETON,D         ,Cedric,MALTESE   ,MALTES,White     ,Y,M,14
MAPLETON,D         ,George,SPANIELCK ,SPANIE,BlackWhite,Y,M,10
MAPLETON,D         ,Bob,KELPIEAUSX,KELPIE,Black     ,Y,M,7
MAPLETON,D         ,Sylvan,LABRADOR  ,LABRAD,Gold      ,Y,M,8
MAPLETON,D         ,Myra,LABRADOR  ,LABRAD,Black     ,Y,F,8
MAPLETON,D         ,Sammy,POODLEX   ,POODLE,Black     ,Y,M,12
MAPLETON,D         ,Bonnie,SPOODLE   ,SPOODL,Apricot   ,Y,F,7
MAPLETON,D         ,Hermione,MALTESE   ,MALTES,White     ,Y,F,8
MAPLETON,Cat       ,Mittens / Rainbow,DOMSH     ,DOMSH ,Tortoise  ,Y,F,7
MAPLETON,D         ,Stella,MALTESEX  ,MALTES,White     ,Y,F,11
MAPLETON,D         ,Zoe,GREATDANEX,GREATD,WhiteBlack,Y,F,7
MAPLETON,D         ,Lulu,DACHSHUNDM,DACHSH,BlackTan  ,Y,F,7
MAPLETON,D         ,Millie,CATTLEDOGX,CATTLE,Red       ,Y,F,7
MAPLETON,D         ,Panda,COLLBORDR ,COLLBO,BlackWhite,Y,F,7
MAPLETON,D         ,Max,BOXERX    ,BOXER,White     ,Y,M,8
MAPLETON,D         ,Ally,LABRADORX ,LABRAD,Tan       ,N,F,10
MAPLETON,D         ,Honey,MALTESE   ,MALTES,White     ,Y,F,7
MAPLETON,D         ,Missy,STAFFRDBTX,STAFFR,WhiteTan  ,Y,F,9
MAPLETON,D         ,Dash,DACHSHUND ,DACHSH,Silver    ,Y,M,7
MAPLETON,D         ,Daisy,COLLBORDRX,COLLBO,Black     ,Y,F,9
MAPLETON,D         ,Toby,TERRIERTN ,TERRIE,TanWhite  ,N,M,7
MAPLETON,Cat       ,Pushka,BURMESE   ,BURMES,Chocolate ,Y,M,11
MAPLETON,D         ,Frankie,TERRIERYK ,TERRIE,BlackTan  ,Y,M,7
MAPLETON,D         ,Milly,STAFFRDBT ,STAFFR,Black     ,Y,F,8
MAPLETON,D         ,Bailey,LABRADOR  ,LABRAD,Gold      ,Y,M,7
MAPLETON,D         ,Simba,JACKRUSSL ,JACKRU,WhiteTan  ,Y,M,7
MAPLETON,D         ,Ellie,CATTLEDOGX,CATTLE,BlackGrey ,Y,F,11
MAPLETON,D         ,Mr Poto,DALMATIANX,DALMAT,White     ,Y,M,9
MAPLETON,D         ,May,LHASAAPSO ,LHASAA,White     ,Y,F,11
MAPLETON,D         ,Rex,JACKRUSSL ,JACKRU,WhiteBlakT,N,M,6
MAPLETON,D         ,Toby,DACHSHUNDM,DACHSH,Tan       ,Y,M,6
MAPLETON,D         ,Bonzo,DALMATIAN ,DALMAT,BlackWhite,Y,M,6
MAPLETON,D         ,Chloe,RETRIEVGD ,RETRIE,White     ,Y,F,7
MAPLETON,D         ,Cecil,WOLFHOUNDX,WOLFHO,White     ,Y,M,7
MAPLETON,D         ,Perri,SCHNAUZMN ,SCHNAU,Grey      ,Y,M,15
MAPLETON,D         ,Pria,JACKRUSSLX,JACKRU,White     ,Y,F,6
MAPLETON,D         ,Mia,KELPIEAUSX,KELPIE,Black     ,Y,F,8
MAPLETON,D         ,Cricket,COLLBORDR ,COLLBO,BlackWhite,Y,F,7
MAPLETON,D         ,Lily,STAFFRDBTX,STAFFR,Brown     ,Y,F,7
MAPLETON,D         ,Darby,STAFFRDBTX,STAFFR,Brindle   ,Y,M,6
MAPLETON,Cat       ,Oakey,DOMLH     ,DOMLH ,Tabby     ,Y,M,11
MAPLETON,Cat       ,Teddy,DOMLH     ,DOMLH ,GreyWhite ,Y,M,10
MAPLETON,D         ,Beau,POODLE    ,POODLE,Black     ,Y,M,10
MAPLETON,D         ,Moxy,STAFFRDBTX,STAFFR,Brindle   ,Y,F,6
MAPLETON,D         ,Rollo,LHASAAPSO ,LHASAA,White     ,N,M,5
MAPLETON,D         ,Pepper,GREYHOUND ,GREYHO,BlackWhite,Y,F,9
MAPLETON,D         ,Belle,RIDGEBACKX,RIDGEB,Tan       ,Y,F,7
MAPLETON,D         ,Tommy,TERRIERX  ,TERRIE,Wheaten   ,Y,M,8
MAPLETON,D         ,Bella,COLLBORDR ,COLLBO,Wheaten   ,Y,F,5
MAPLETON,D         ,Bullet,JACKRUSSL ,JACKRU,Tan       ,Y,M,5
MAPLETON,Cat       ,Tiber,DOMSH     ,DOMSH ,Tabby     ,Y,M,11
MAPLETON,D         ,Rocky,DACHSHSHM ,DACHSH,Chocolate ,Y,M,11
MAPLETON,D         ,Sky,DACHSHSHM ,DACHSH,BlackTan  ,Y,F,8
MAPLETON,D         ,Midas,LABRADORX ,LABRAD,BlackTan  ,Y,M,6
MAPLETON,D         ,Zoe,JACKRUSSL ,JACKRU,TanWhite  ,Y,F,5
MAPLETON,Cat       ,Coco,DOMSH     ,DOMSH ,Grey      ,Y,F,5
MAPLETON,Cat       ,Poppy,DOMSH     ,DOMSH ,Grey      ,Y,F,5
MAPLETON,D         ,Chuck,MALTESEX  ,MALTES,Cream     ,Y,M,5
MAPLETON,D         ,Olive,LABRADOR  ,LABRAD,Black     ,Y,F,5
MAPLETON,D         ,Zazzy,LABRADOR  ,LABRAD,Chocolate ,Y,F,5
MAPLETON,D         ,Bella,LABRADOR  ,LABRAD,Black     ,Y,F,5
MAPLETON,D         ,Snow Wolf,MAREMMSHP ,MAREMM,Cream     ,Y,M,5
MAPLETON,D         ,Banjo,RETRIEVND ,RETRIE,RedWhite  ,Y,M,6
MAPLETON,Cat       ,Rosie,DOMSH     ,DOMSH ,White     ,Y,F,7
MAPLETON,Cat       ,Boysy,TABBY     ,TABBY ,Black     ,Y,M,18
MAPLETON,Cat       ,Girlsy (was Dakini),TABBY     ,TABBY ,Black     ,Y,F,18
MAPLETON,D         ,Bluey,CATTLEDOGX,CATTLE,BlueGrey  ,Y,M,6
MAPLETON,D         ,Lilly,CATTLEDOGX,CATTLE,Chocolate ,Y,F,5
MAPLETON,Cat       ,Nacho,DOMSH     ,DOMSH ,Tabby     ,Y,M,4
MAPLETON,D         ,Charlie,MALTESEX  ,MALTES,WhiteTan  ,Y,M,5
MAPLETON,Cat       ,Daisy,BURMESE   ,BURMES,Chocolate ,Y,F,5
MAPLETON,D         ,Alfie,CAVOODLE  ,CAVOOD,Apricot   ,Y,M,4
MAPLETON,Cat       ,Toby2,BIRMAN    ,BIRMAN,SealPoint ,Y,M,5
MAPLETON,Cat       ,Possum,DOMSH     ,DOMSH ,Grey      ,Y,F,4
MAPLETON,D         ,POSKA,POODLESTD ,POODLE,Black     ,Y,F,8
MAPLETON,D         ,Brie,POODLESTD ,POODLE,White     ,Y,F,5
MAPLETON,Cat       ,Mumbles,DOMSH     ,DOMSH ,Black     ,Y,M,10
MAPLETON,D         ,Gypsy-Rose,BULLARABX ,BULLAR,White     ,Y,F,4
MAPLETON,Cat       ,Loui,BENGAL    ,BENGAL,Tabby     ,Y,M,4
MAPLETON,D         ,Jack,TERRIERAUX,TERRIE,TanBlack  ,Y,M,4
MAPLETON,D         ,Sachi,PEKINGESE ,PEKING,Sable     ,Y,M,5
MAPLETON,D         ,Ernie,SHIHTZUX  ,SHIHTZ,White     ,Y,M,5
MAPLETON,D         ,Roxy,JACKRUSSLX,JACKRU,WhiteTan  ,Y,F,10
MAPLETON,D         ,Scooby,KELPIEAUS ,KELPIE,BlackWhite,Y,M,6
MAPLETON,D         ,Sian,BOXER     ,BOXER ,WhiteBlakT,Y,F,4
MAPLETON,Cat       ,Polkie,BRITLHCAT ,BRITLH,BlackWhite,Y,M,4
MAPLETON,D         ,Schooner,MALTESEX  ,MALTES,WhiteApric,Y,M,7
MAPLETON,D         ,Danie,MIXED     ,MIXED ,TriColour ,Y,F,9
MAPLETON,D         ,Coby,COLLBORDRX,COLLBO,BlackWhite,Y,M,12
MAPLETON,D         ,Honey,MALTESEX  ,MALTES,WhiteTan  ,Y,F,10
MAPLETON,D         ,Ferro,WEIMARANR ,WEIMAR,Grey      ,Y,M,4
MAPLETON,D         ,Sarabi,CATTLEDOG ,CATTLE,Blue      ,Y,F,4
MAPLETON,D         ,Dennis,STAFFRDAM ,STAFFR,BlackWhite,Y,M,5
MAPLETON,D         ,Molly,SPANIELKCX,SPANIE,WhiteGing ,Y,F,8
MAPLETON,D         ,Poppy,MALTESEX  ,MALTES,Cream     ,Y,F,3
MAPLETON,Cat       ,Tabby,DOMSH     ,DOMSH ,Tabby     ,Y,M,6
MAPLETON,Cat       ,Mia,BENGAL    ,BENGAL,BlackGrey ,Y,F,6
MAPLETON,D         ,Fred,LABRADORX ,LABRAD,Black     ,Y,M,11
MAPLETON,D         ,Sootie,MALTESEX  ,MALTES,CreamGrey ,Y,F,5
MAPLETON,Cat       ,Max,SNOWSHOE  ,SNOWSH,SealPoint ,Y,M,5
MAPLETON,D         ,Frank,POODLE    ,POODLE,Cream     ,Y,M,11
MAPLETON,D         ,Mia,POODLEX   ,POODLE,BlackTan  ,Y,F,14
MAPLETON,D         ,Millie,POODLEMIN ,POODLE,GreyWhite ,Y,F,7
MAPLETON,D         ,Monty,CATTLEDOG ,CATTLE,Red       ,N,M,6
MAPLETON,Cat       ,Sasha,TABBY     ,TABBY ,BlackGrey ,Y,F,4
